         1584889 function calls (1445912 primitive calls) in 5.383 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 exc.py:36(BadTimeSignature)
        1    0.000    0.000    0.000    0.000 exc.py:66(BadHeader)
        1    0.000    0.000    0.000    0.000 argparse.py:947(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1125(_VersionAction)
        1    0.000    0.000    0.000    0.000 signer.py:31(NoneAlgorithm)
        1    0.000    0.000    0.000    0.000 argparse.py:635(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:657(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 sources.py:371(__call__)
        1    0.000    0.000    0.000    0.000 url_safe.py:79(URLSafeTimedSerializer)
        1    0.000    0.000    0.000    0.000 sources.py:121(NoDecode)
        1    0.000    0.000    0.000    0.000 _expression_select_cls.py:34(Select)
        1    0.000    0.000    0.000    0.000 nodes.py:1134(DerivedContextReference)
        1    0.000    0.000    0.000    0.000 nodes.py:1143(Continue)
        1    0.000    0.000    0.000    0.000 nodes.py:450(Assign)
        1    0.000    0.000    0.000    0.000 sources.py:413(__call__)
        1    0.000    0.000    0.000    0.000 decl_api.py:143(DeclarativeAttributeIntercept)
        1    0.000    0.000    0.000    0.000 clsregistry.py:183(ClsRegistryToken)
        1    0.000    0.000    0.000    0.000 dynamic.py:286(AppenderQuery)
        1    0.000    0.000    0.000    0.000 strategies.py:618(DoNothingLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:20(_TPEscape)
        1    0.000    0.000    0.000    0.000 nodes.py:282(Stmt)
        1    0.000    0.000    0.000    0.000 nodes.py:312(Extends)
        1    0.000    0.000    0.000    0.000 nodes.py:571(Literal)
        1    0.000    0.000    0.000    0.000 nodes.py:959(FloorDiv)
        1    0.000    0.000    0.000    0.000 nodes.py:973(Sub)
        1    0.000    0.000    0.000    0.000 decl_api.py:309(_declared_directive)
        1    0.000    0.000    0.000    0.000 evaluator.py:37(UnevaluatableError)
        1    0.000    0.000    0.000    0.000 evaluator.py:49(_ExpiredObject)
        1    0.000    0.000    0.000    0.000 strategies.py:1363(ImmediateLoader)
        1    0.000    0.000    0.000    0.000 unitofwork.py:570(ProcessAll)
        1    0.000    0.000    0.000    0.000 descriptor_props.py:1062(Synonym)
        1    0.000    0.000    0.000    0.000 relationships.py:3480(Relationship)
        1    0.000    0.000    0.000    0.000 main.py:102(__dataclass_transform__)
        1    0.000    0.000    0.000    0.000 exc.py:68(UnmappedError)
        1    0.000    0.000    0.000    0.000 util.py:2195(_CleanupError)
        1    0.000    0.000    0.000    0.000 collections.py:1557(InstrumentedSet)
        1    0.000    0.000    0.000    0.000 base.py:922(WriteOnlyMapped)
        1    0.000    0.000    0.000    0.000 interfaces.py:122(ORMColumnsClauseRole)
        1    0.000    0.000    0.000    0.000 interfaces.py:129(ORMEntityColumnsClauseRole)
        1    0.000    0.000    0.000    0.000 base.py:764(Mapped)
        1    0.000    0.000    0.000    0.000 _typing.py:114(_LoaderCallable)
        1    0.000    0.000    0.000    0.000 path_registry.py:760(_ERDict)
        1    0.000    0.000    0.000    0.000 instrumentation.py:91(_ManagerFactory)
        1    0.000    0.000    0.000    0.000 row.py:324(ROMappingItemsView)
        1    0.000    0.000    0.000    0.000 functions.py:1568(AnsiFunction)
        1    0.000    0.000    0.000    0.000 functions.py:1633(max)
        1    0.000    0.000    0.000    0.000 functions.py:1639(min)
        1    0.000    0.000    0.000    0.000 functions.py:1872(mode)
        1    0.000    0.000    0.000    0.000 url.py:218(_assert_port)
        1    0.000    0.000    0.000    0.000 sqltypes.py:273(Unicode)
        1    0.000    0.000    0.000    0.000 sqltypes.py:379(SmallInteger)
        1    0.000    0.000    0.000    0.000 sqltypes.py:390(BigInteger)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 sqltypes.py:688(Double)
        1    0.000    0.000    0.000    0.000 sqltypes.py:2527(JSONPathType)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3269(NUMERIC)
        1    0.000    0.000    0.000    0.000 functions.py:1917(rank)
        1    0.000    0.000    0.000    0.000 sqltypes.py:2106(Comparator)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3361(DATETIME)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3373(TIME)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3379(TEXT)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3400(NVARCHAR)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3430(VARBINARY)
        1    0.000    0.000    0.000    0.000 type_api.py:1089(TypeEngineMixin)
        1    0.000    0.000    0.000    0.000 elements.py:5165(SavepointClause)
        1    0.000    0.000    0.000    0.000 elements.py:5170(RollbackToSavepointClause)
        1    0.000    0.000    0.000    0.000 selectable.py:288(TypedReturnsRows)
        1    0.000    0.000    0.000    0.000 selectable.py:1672(LateralFromClause)
        1    0.000    0.000    0.000    0.000 sqltypes.py:871(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 coercions.py:901(OnClauseImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:1225(JoinTargetImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:521(_Deannotate)
        1    0.000    0.000    0.000    0.000 coercions.py:536(_ReturnsStringKey)
        1    0.000    0.000    0.000    0.000 coercions.py:595(_NoTextCoercion)
        1    0.000    0.000    0.000    0.000 coercions.py:953(ByOfImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:962(OrderByImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:938(ColumnArgumentImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:1155(ReturnsRowsImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:1221(IsCTEImpl)
        1    0.000    0.000    0.000    0.000 dml.py:1686(ReturningUpdate)
        1    0.000    0.000    0.000    0.000 dml.py:1818(ReturningDelete)
        1    0.000    0.000    0.000    0.000 coercions.py:1015(TruncatedLabelImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:1301(StrictFromClauseImpl)
        1    0.000    0.000    0.000    0.000 ddl.py:551(CreateConstraint)
        1    0.000    0.000    0.000    0.000 ddl.py:774(SetTableComment)
        1    0.000    0.000    0.000    0.000 ddl.py:808(DropConstraintComment)
        1    0.000    0.000    0.000    0.000 ddl.py:483(DropSchema)
        1    0.000    0.000    0.000    0.000 roles.py:218(StrictFromClauseRole)
        1    0.000    0.000    0.000    0.000 roles.py:309(DDLExpressionRole)
        1    0.000    0.000    0.000    0.000 inspection.py:56(Inspectable)
        1    0.000    0.000    0.000    0.000 base.py:260(_GenerativeType)
        1    0.000    0.000    0.000    0.000 typing.py:674(CallableReference)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1568(setter)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1290(MemoizedSlots)
        1    0.000    0.000    0.000    0.000 interfaces.py:418(ReflectedCheckConstraint)
        1    0.000    0.000    0.000    0.000 registry.py:50(EventTarget)
        1    0.000    0.000    0.000    0.000 impl.py:282(FallbackAsyncAdaptedQueuePool)
        1    0.000    0.000    0.000    0.000 base.py:311(_creator)
        1    0.000    0.000    0.000    0.000 roles.py:76(ColumnArgumentOrKeyRole)
        1    0.000    0.000    0.000    0.000 roles.py:130(GroupByRole)
        1    0.000    0.000    0.000    0.000 roles.py:139(OrderByRole)
        1    0.000    0.000    0.000    0.000 roles.py:153(OnClauseRole)
        1    0.000    0.000    0.000    0.000 roles.py:189(BinaryElementRole)
        1    0.000    0.000    0.000    0.000 exc.py:126(DuplicateColumnError)
        1    0.000    0.000    0.000    0.000 exc.py:378(NoReferencedTableError)
        1    0.000    0.000    0.000    0.000 exc.py:392(NoReferencedColumnError)
        1    0.000    0.000    0.000    0.000 typing.py:100(GenericProtocol)
        1    0.000    0.000    0.000    0.000 exc.py:829(SAWarning)
        1    0.000    0.000    0.000    0.000 responses.py:276(MalformedRangeHeader)
        1    0.000    0.000    0.000    0.000 responses.py:167(PlainTextResponse)
        1    0.000    0.000    0.000    0.000 client.py:1500(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1529(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 exc.py:254(DisconnectionError)
        1    0.000    0.000    0.000    0.000 exc.py:269(InvalidatePoolError)
        1    0.000    0.000    0.000    0.000 exc.py:354(NoReferenceError)
        1    0.000    0.000    0.000    0.000 exc.py:722(InterfaceError)
        1    0.000    0.000    0.000    0.000 exc.py:746(IntegrityError)
        1    0.000    0.000    0.000    0.000 exc.py:752(InternalError)
        1    0.000    0.000    0.000    0.000 exc.py:758(ProgrammingError)
        1    0.000    0.000    0.000    0.000 _utils.py:45(AwaitableOrContextManager)
        1    0.000    0.000    0.000    0.000 cookies.py:584(SimpleCookie)
        1    0.000    0.000    0.000    0.000 networks.py:520(AnyUrl)
        1    0.000    0.000    0.000    0.000 core.py:14(IDNAError)
        1    0.000    0.000    0.000    0.000 core.py:20(IDNABidiError)
        1    0.000    0.000    0.000    0.000 core.py:26(InvalidCodepoint)
        1    0.000    0.000    0.000    0.000 from_thread.py:137(_BlockingPortalTaskStatus)
        1    0.000    0.000    0.000    0.000 _exceptions.py:12(BrokenResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:19(BrokenWorkerProcess)
        1    0.000    0.000    0.000    0.000 _exceptions.py:108(TypedAttributeLookupError)
        1    0.000    0.000    0.000    0.000 _streams.py:75(UnreliableObjectStream)
        1    0.000    0.000    0.000    0.000 _streams.py:91(ObjectSendStream)
        1    0.000    0.000    0.000    0.000 _sockets.py:152(UDPSocket)
        1    0.000    0.000    0.000    0.000 datastructures.py:200(Secret)
        1    0.000    0.000    0.000    0.000 __init__.py:78(SupportsLt)
        1    0.000    0.000    0.000    0.000 __init__.py:88(SupportsMod)
        1    0.000    0.000    0.000    0.000 __init__.py:93(SupportsDiv)
        1    0.000    0.000    0.000    0.000 __init__.py:39(BadZipFile)
        1    0.000    0.000    0.000    0.000 shutil.py:73(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:77(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:80(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:83(RegistryError)
        1    0.000    0.000    0.000    0.000 _model_construction.py:682(__set_name__)
        1    0.000    0.000    0.000    0.000 _model_construction.py:678(__init__)
        1    0.000    0.000    0.000    0.000 functional_validators.py:549(ModelWrapValidator)
        1    0.000    0.000    0.000    0.000 functional_validators.py:610(ModelBeforeValidator)
        1    0.000    0.000    0.000    0.000 fields.py:1263(deprecation_message)
        1    0.000    0.000    0.000    0.000 __init__.py:98(BaseMetadata)
        1    0.000    0.000    0.000    0.000 _tzpath.py:176(InvalidTZPathWarning)
        1    0.000    0.000    0.000    0.000 _common.py:163(ZoneInfoNotFoundError)
        1    0.000    0.000    0.000    0.000 core_schema.py:1412(CallableSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:411(ModelSerSchema)
        1    0.000    0.000    0.000    0.000 numbers.py:37(Number)
        1    0.000    0.000    0.000    0.000 warnings.py:70(PydanticDeprecatedSince210)
        1    0.000    0.000    0.000    0.000 _decorators.py:74(RootValidatorDecoratorInfo)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:145(_Sentinel)
        1    0.000    0.000    0.000    0.000 _compat.py:84(ErrorWrapper)
        1    0.000    0.000    0.000    0.000 exceptions.py:163(WebSocketRequestValidationError)
        1    0.000    0.000    0.000    0.000 errors.py:151(PydanticInvalidForJsonSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(CancelledError)
        1    0.000    0.000    0.000    0.000 exceptions.py:61(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 transports.py:172(DatagramTransport)
        1    0.000    0.000    0.000    0.000 parse.py:144(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:331(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:342(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:350(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1131(_BaseConstants)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:60(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 subprocess.py:127(SubprocessError)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 _base.py:49(CancelledError)
        1    0.000    0.000    0.000    0.000 _base.py:651(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 warnings.py:420(WarningMessage)
        1    0.000    0.000    0.000    0.000 threading.py:1366(_DeleteDummyThreadOnDel)
        1    0.000    0.000    0.000    0.000 events.py:681(_Local)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._make_thread_handle}
        1    0.000    0.000    0.000    0.000 request.py:1197(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1215(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 _adapters.py:25(__init__)
        1    0.000    0.000    0.000    0.000 idna.py:373(StreamReader)
        1    0.000    0.000    0.000    0.000 connection.py:1026(DummyConnection)
        1    0.000    0.000    0.000    0.000 exceptions.py:95(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 exceptions.py:123(ContentDecodingError)
        1    0.000    0.000    0.000    0.000 numeric.py:100(Float4BinaryDumper)
        1    0.000    0.000    0.000    0.000 numeric.py:257(Float4BinaryLoader)
        1    0.000    0.000    0.000    0.000 numeric.py:264(Float8BinaryLoader)
        1    0.000    0.000    0.000    0.000 numpy.py:22(NPInt32Dumper)
        1    0.000    0.000    0.000    0.000 numpy.py:26(NPInt64Dumper)
        1    0.000    0.000    0.000    0.000 json.py:133(Jsonb)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:176(FullPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:219(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:242(ResponseNotChunked)
        1    0.000    0.000    0.000    0.000 exceptions.py:326(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 net.py:41(_LazyIpaddress)
        1    0.000    0.000    0.000    0.000 range.py:721(TimestampTZRangeBinaryLoader)
        1    0.000    0.000    0.000    0.000 multirange.py:481(Int4MultirangeLoader)
        1    0.000    0.000    0.000    0.000 multirange.py:520(DateMultirangeBinaryLoader)
        1    0.000    0.000    0.000    0.000 enum.py:118(EnumBinaryDumper)
        1    0.000    0.000    0.000    0.000 _wrappers.py:86(Float4)
        1    0.000    0.000    0.000    0.000 transaction.py:48(OutOfOrderTransactionNesting)
        1    0.000    0.000    0.000    0.000 dml.py:287(OnConflictDoNothing)
        1    0.000    0.000    0.000    0.000 errors.py:361(IntegrityError)
        1    0.000    0.000    0.000    0.000 errors.py:371(InternalError)
        1    0.000    0.000    0.000    0.000 errors.py:647(ConnectionDoesNotExist)
        1    0.000    0.000    0.000    0.000 errors.py:849(InvalidArgumentForNthValueFunction)
        1    0.000    0.000    0.000    0.000 rows.py:70(AsyncRowFactory)
        1    0.000    0.000    0.000    0.000 errors.py:1090(HeldCursorRequiresSameIsolationLevel)
        1    0.000    0.000    0.000    0.000 errors.py:1160(ModifyingSqlDataNotPermitted)
        1    0.000    0.000    0.000    0.000 errors.py:1168(ReadingSqlDataNotPermitted)
        1    0.000    0.000    0.000    0.000 errors.py:1209(ExternalRoutineInvocationException)
        1    0.000    0.000    0.000    0.000 errors.py:1269(TransactionIntegrityConstraintViolation)
        1    0.000    0.000    0.000    0.000 errors.py:1372(UndefinedTable)
        1    0.000    0.000    0.000    0.000 errors.py:1497(StatementTooComplex)
        1    0.000    0.000    0.000    0.000 errors.py:1539(QueryCanceled)
        1    0.000    0.000    0.000    0.000 errors.py:1631(FdwInvalidColumnNumber)
        1    0.000    0.000    0.000    0.000 errors.py:1651(FdwInvalidOptionName)
        1    0.000    0.000    0.000    0.000 named_types.py:365(DomainGenerator)
        1    0.000    0.000    0.000    0.000 dml.py:291(OnConflictDoUpdate)
        1    0.000    0.000    0.000    0.000 _psycopg_common.py:63(_PsycopgHStore)
        1    0.000    0.000    0.000    0.000 dbapi20.py:80(BinaryBinaryDumper)
        1    0.000    0.000    0.000    0.000 pg8000.py:125(_PGString)
        1    0.000    0.000    0.000    0.000 pg8000.py:232(_PGInteger)
        1    0.000    0.000    0.000    0.000 psycopg.py:165(_PGJSONPathType)
        1    0.000    0.000    0.000    0.000 psycopg.py:169(_PGInterval)
        1    0.000    0.000    0.000    0.000 psycopg.py:177(_PGDate)
        1    0.000    0.000    0.000    0.000 argparse.py:1330(Namespace)
        1    0.000    0.000    0.000    0.000 asyncpg.py:296(AsyncpgJSONStrIndexType)
        1    0.000    0.000    0.000    0.000 json.py:54(JSONPATH)
        1    0.000    0.000    0.000    0.000 ranges.py:982(TSTZRANGE)
        1    0.000    0.000    0.000    0.000 ranges.py:1000(NUMMULTIRANGE)
        1    0.000    0.000    0.000    0.000 ranges.py:1018(TSTZMULTIRANGE)
        1    0.000    0.000    0.000    0.000 asyncpg.py:216(AsyncpgARRAY)
        1    0.000    0.000    0.000    0.000 asyncpg.py:232(AsyncpgBit)
        1    0.000    0.000    0.000    0.000 asyncpg.py:362(AsyncpgCHAR)
        1    0.000    0.000    0.000    0.000 asyncpg.py:969(Warning)
        1    0.000    0.000    0.000    0.000 asyncpg.py:993(NotSupportedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:153(UndefinedError)
        1    0.000    0.000    0.000    0.000 argparse.py:1079(_CountAction)
        1    0.000    0.000    0.000    0.000 sources.py:133(SettingsError)
        1    0.000    0.000    0.000    0.000 sources.py:137(_CliSubCommand)
        1    0.000    0.000    0.000    0.000 sources.py:141(_CliPositionalArg)
        1    0.000    0.000    0.000    0.000 sources.py:149(_CliExplicitFlag)
        1    0.000    0.000    0.000    0.000 argparse.py:1665(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 nodes.py:1116(ContextReference)
        1    0.000    0.000    0.000    0.000 nodes.py:967(Add)
        1    0.000    0.000    0.000    0.000 nodes.py:1011(Not)
        1    0.000    0.000    0.000    0.000 evaluator.py:41(_NoObject)
        1    0.000    0.000    0.000    0.000 exc.py:164(UnmappedColumnError)
        1    0.000    0.000    0.000    0.000 base.py:742(SQLORMExpression)
        1    0.000    0.000    0.000    0.000 interfaces.py:1302(LoaderOption)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3320(BIGINT)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3475(Comparator)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3509(MatchType)
        1    0.000    0.000    0.000    0.000 type_api.py:113(_ComparatorFactory)
        1    0.000    0.000    0.000    0.000 elements.py:5175(ReleaseSavepointClause)
        1    0.000    0.000    0.000    0.000 schema.py:5117(UniqueConstraint)
        1    0.000    0.000    0.000    0.000 selectable.py:4681(default_select_compile_options)
        1    0.000    0.000    0.000    0.000 coercions.py:1001(ConstExprImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:1092(LabeledColumnExprImpl)
        1    0.000    0.000    0.000    0.000 ddl.py:802(SetConstraintComment)
        1    0.000    0.000    0.000    0.000 type_api.py:85(_LiteralProcessorType)
        1    0.000    0.000    0.000    0.000 queue.py:44(Empty)
        1    0.000    0.000    0.000    0.000 roles.py:293(DMLColumnRole)
        1    0.000    0.000    0.000    0.000 roles.py:319(DDLReferredColumnRole)
        1    0.000    0.000    0.000    0.000 inspection.py:71(_InspectableTypeProtocol)
        1    0.000    0.000    0.000    0.000 visitors.py:635(_CloneCallableType)
        1    0.000    0.000    0.000    0.000 visitors.py:639(_TraverseTransformCallableType)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1577(hybridmethod)
        1    0.000    0.000    0.000    0.000 roles.py:209(FromClauseRole)
        1    0.000    0.000    0.000    0.000 roles.py:125(ByOfRole)
        1    0.000    0.000    0.000    0.000 roles.py:233(ReturnsRowsRole)
        1    0.000    0.000    0.000    0.000 roles.py:269(IsCTERole)
        1    0.000    0.000    0.000    0.000 roles.py:274(CompoundElementRole)
        1    0.000    0.000    0.000    0.000 exc.py:159(AmbiguousForeignKeysError)
        1    0.000    0.000    0.000    0.000 exc.py:410(NoSuchTableError)
        1    0.000    0.000    0.000    0.000 exc.py:414(UnreflectableTableError)
        1    0.000    0.000    0.000    0.000 websockets.py:19(WebSocketDisconnect)
        1    0.000    0.000    0.000    0.000 client.py:1526(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 convertors.py:43(IntegerConvertor)
        1    0.000    0.000    0.000    0.000 client.py:1495(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 _collections.py:585(_CreateFuncType)
        1    0.000    0.000    0.000    0.000 exc.py:369(MissingGreenlet)
        1    0.000    0.000    0.000    0.000 _exceptions.py:61(BusyResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:94(IncompleteRead)
        1    0.000    0.000    0.000    0.000 _synchronization.py:26(CapacityLimiterStatistics)
        1    0.000    0.000    0.000    0.000 core_schema.py:778(ComplexSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3626(JsonSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:226(SimpleSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:307(SerializerFunctionWrapHandler)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:855(_ensure_subclassable)
        1    0.000    0.000    0.000    0.000 core_schema.py:2178(NoInfoWrapValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2187(WithInfoWrapValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 warnings.py:63(PydanticDeprecatedSince29)
        1    0.000    0.000    0.000    0.000 errors.py:85(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:68(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:71(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:129(PydanticImportError)
        1    0.000    0.000    0.000    0.000 errors.py:140(PydanticSchemaGenerationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:299(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 warnings.py:212(_processoptions)
        1    0.000    0.000    0.000    0.000 idna.py:316(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 exceptions.py:316(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 numeric.py:194(IntNumericBinaryDumper)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:235(DependencyWarning)
        1    0.000    0.000    0.000    0.000 range.py:350(RangeDumper)
        1    0.000    0.000    0.000    0.000 multirange.py:458(Int8MultirangeBinaryDumper)
        1    0.000    0.000    0.000    0.000 errors.py:817(InvalidXmlComment)
        1    0.000    0.000    0.000    0.000 errors.py:945(NoSqlJsonItem)
        1    0.000    0.000    0.000    0.000 errors.py:1404(AmbiguousAlias)
        1    0.000    0.000    0.000    0.000 errors.py:1566(SystemError)
        1    0.000    0.000    0.000    0.000 psycopg.py:205(_PsycopgRange)
        1    0.000    0.000    0.000    0.000 clsregistry.py:356(_GetColumns)
        1    0.000    0.000    0.000    0.000 interfaces.py:322(_DCAttributeOptions)
        1    0.000    0.000    0.000    0.000 functions.py:1628(coalesce)
        1    0.000    0.000    0.000    0.000 functions.py:2009(grouping_sets)
        1    0.000    0.000    0.000    0.000 cursor.py:1036(NoCursorDMLFetchStrategy)
        1    0.000    0.000    0.000    0.000 type_api.py:93(_ResultProcessorType)
        1    0.000    0.000    0.000    0.000 coercions.py:942(ColumnArgumentOrKeyImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:1345(DMLSelectImpl)
        1    0.000    0.000    0.000    0.000 ddl.py:556(CreateColumn)
        1    0.000    0.000    0.000    0.000 roles.py:185(LabeledColumnExprRole)
        1    0.000    0.000    0.000    0.000 base.py:145(_AsyncConnDialect)
        1    0.000    0.000    0.000    0.000 roles.py:71(ColumnArgumentRole)
        1    0.000    0.000    0.000    0.000 roles.py:81(StrAsPlainColumnRole)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1781(_hash_limit_string)
        1    0.000    0.000    0.000    0.000 client.py:1523(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 cookies.py:145(CookieError)
        1    0.000    0.000    0.000    0.000 _sockets.py:175(UNIXDatagramSocket)
        1    0.000    0.000    0.000    0.000 functional_validators.py:596(FreeModelBeforeValidator)
        1    0.000    0.000    0.000    0.000 __init__.py:158(ValidateStringsHandlerProtocol)
        1    0.000    0.000    0.000    0.000 _local.py:851(WindowsPath)
        1    0.000    0.000    0.000    0.000 core_schema.py:1954(WithInfoValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2073(AfterValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 range.py:638(TimestamptzRangeDumper)
        1    0.000    0.000    0.000    0.000 range.py:709(NumericRangeBinaryLoader)
        1    0.000    0.000    0.000    0.000 asyncpg.py:984(ProgrammingError)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3293(INTEGER)
        1    0.000    0.000    0.000    0.000 shutil.py:67(Error)
        1    0.000    0.000    0.000    0.000 request.py:611(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1244(Absent)
        1    0.000    0.000    0.000    0.000 readers.py:34(files)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:20(CertificateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:71(Timeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:107(InvalidURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:135(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 json.py:203(JsonbLoader)
        1    0.000    0.000    0.000    0.000 multirange.py:166(NumericMultirange)
        1    0.000    0.000    0.000    0.000 multirange.py:174(TimestampMultirange)
        1    0.000    0.000    0.000    0.000 multirange.py:178(TimestamptzMultirange)
        1    0.000    0.000    0.000    0.000 numpy.py:51(NPInt64BinaryDumper)
        1    0.000    0.000    0.000    0.000 multirange.py:249(MultirangeDumper)
        1    0.000    0.000    0.000    0.000 net.py:127(InetLoader)
        1    0.000    0.000    0.000    0.000 multirange.py:454(Int4MultirangeBinaryDumper)
        1    0.000    0.000    0.000    0.000 string.py:85(StrDumperVarchar)
        1    0.000    0.000    0.000    0.000 _pq_ctypes.py:26(FILE)
        1    0.000    0.000    0.000    0.000 dbapi20.py:69(Binary)
        1    0.000    0.000    0.000    0.000 errors.py:632(SqlStatementNotYetComplete)
        1    0.000    0.000    0.000    0.000 errors.py:655(ConnectionFailure)
        1    0.000    0.000    0.000    0.000 errors.py:663(ProtocolViolation)
        1    0.000    0.000    0.000    0.000 errors.py:720(DiagnosticsException)
        1    0.000    0.000    0.000    0.000 errors.py:749(StringDataRightTruncation)
        1    0.000    0.000    0.000    0.000 errors.py:765(ErrorInAssignment)
        1    0.000    0.000    0.000    0.000 errors.py:777(InvalidTimeZoneDisplacementValue)
        1    0.000    0.000    0.000    0.000 errors.py:785(InvalidUseOfEscapeCharacter)
